productCode,casNum,compound,smiles,flashPoint,img,sds
SND2700,638-39-1,DIACETOXYTIN,C(C)(=O)O[Sn]OC(C)=O,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND2730.gif,https://s3.amazonaws.com/gelest/sds/SND2700_GHS+US_English+US.pdf
SND2730,17381-88-3,DIALLYLDIBROMOTIN,C(C=C)[Sn](Br)(Br)CC=C,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND2740.gif,https://s3.amazonaws.com/gelest/sds/SND2730_GHS+US_English+US.pdf
SND2740,15336-98-8,DIALLYLDI-n-BUTYLTIN,C(C=C)[Sn](CCCC)(CCCC)CC=C,101,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND2800.gif,https://s3.amazonaws.com/gelest/sds/SND2740_GHS+US_English+US.pdf
SND2800,1185-81-5,DI-n-BUTYLBIS(DODECYLTHIO)TIN,C(CCC)[Sn](SCCCCCCCCCCCC)(SCCCCCCCCCCCC)CCCC,204,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND2900.gif,https://s3.amazonaws.com/gelest/sds/SND2800_GHS+US_English+US.pdf
SND3110,14254-22-9,DI-n-BUTYLBUTOXYCHLOROTIN,C(CCC)[Sn](Cl)(OCCCC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3160.gif,https://s3.amazonaws.com/gelest/sds/SND3110_GHS+US_English+US.pdf
SND3160,1067-33-0,DI-n-BUTYLDIACETOXYTIN,C(CCC)[Sn](OC(C)=O)(OC(C)=O)CCCC,143,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3164.gif,https://s3.amazonaws.com/gelest/sds/SND3160_GHS+US_English+US.pdf
SND3180,3349-36-8,DI-n-BUTYLDI-n-BUTOXYTIN,C(CCC)[Sn](OCCCC)(OCCCC)CCCC,116,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3250.gif,https://s3.amazonaws.com/gelest/sds/SND3180_GHS+US_English+US.pdf
SND3250,683-18-1,DI-n-BUTYLDICHLOROTIN,C(CCC)[Sn](Cl)(Cl)CCCC,168,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3253.gif,https://s3.amazonaws.com/gelest/sds/SND3250_GHS+US_English+US.pdf
SND3253,19429-30-2,DI-t-BUTYLDICHLOROTIN,C(C)(C)(C)[Sn](Cl)(Cl)C(C)(C)C,113,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNA0310.gif,https://s3.amazonaws.com/gelest/sds/SND3253_GHS+US_English+US.pdf
SND3255,563-25-7,DI-n-BUTYLDIFLUOROTIN,C(CCC)[Sn](F)(F)CCCC,150,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3255.gif,https://s3.amazonaws.com/gelest/sds/SND3255_GHS+US_English+US.pdf
SND3280,1067-55-6,DI-n-BUTYLDIMETHOXYTIN,C(CCC)[Sn](OC)(OC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3280.gif,https://s3.amazonaws.com/gelest/sds/SND3280_GHS+US_English+US.pdf
SND3282,1528-00-3,DI-n-BUTYLDIMETHYLTIN,C(CCC)[Sn](C)(C)CCCC,65,https://www.gelest.com:443/wp-content/uploads/SND3282-600x160.png,https://s3.amazonaws.com/gelest/sds/SND3282_GHS+US_English+US.pdf
SND3350,818-08-6,DI-n-BUTYLTIN OXIDE,C(CCC)[Sn](CCCC)=O,280,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3350.gif,https://s3.amazonaws.com/gelest/sds/SND3350_GHS+US_English+US.pdf
SND3351,19140-19-3,DI-t-BUTYLTIN OXIDE,C(C)(C)(C)[Sn](C(C)(C)C)=O,0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3351.gif,https://s3.amazonaws.com/gelest/sds/SND3351_GHS+US_English+US.pdf
SND3355,4253-22-9,DI-n-BUTYLTIN SULFIDE,C(CCC)[Sn](CCCC)=S,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3355.gif,https://s3.amazonaws.com/gelest/sds/SND3355_GHS+US_English+US.pdf
SND3375,3682-12-0,DIETHYLTIN OXIDE,C(C)[Sn](CC)=O,0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3375.gif,https://s3.amazonaws.com/gelest/sds/SND3375_GHS+US_English+US.pdf
SND3383,3342-69-6,DICYCLOHEXYLDICHLOROTIN,C1(CCCCC1)[Sn](Cl)(Cl)C1CCCCC1,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3383.gif,https://s3.amazonaws.com/gelest/sds/SND3383_GHS+US_English+US.pdf
SND3384,35569-06-3,DICYCLOHEXYLDIMETHYLTIN,C1(CCCCC1)[Sn](C)(C)C1CCCCC1,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3384.gif,https://s3.amazonaws.com/gelest/sds/SND3384_GHS+US_English+US.pdf
SND3403,866-55-7,DIETHYLDICHLOROTIN,C(C)[Sn](Cl)(Cl)CC,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3403.gif,https://s3.amazonaws.com/gelest/sds/SND3403_GHS+US_English+US.pdf
SND3550,1067-24-9,DIMETHYLAMINOTRI-n-BUTYLTIN,CN(C)[Sn](CCCC)(CCCC)CCCC,115,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND3550.gif,https://s3.amazonaws.com/gelest/sds/SND3550_GHS+US_English+US.pdf
SND3610,993-50-0,DIMETHYLAMINOTRIMETHYLTIN,CN(C)[Sn](C)(C)C,1,https://www.gelest.com:443/wp-content/uploads/SND3610.png,https://s3.amazonaws.com/gelest/sds/SND3610_GHS+US_English+US.pdf
SND4055,51287-84-4,DIMETHYLBIS(DODECYLTHIO)TIN,C[Sn](SCCCCCCCCCCCC)(SCCCCCCCCCCCC)C,204,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4055.gif,https://s3.amazonaws.com/gelest/sds/SND4055_GHS+US_English+US.pdf
SND4200,753-73-1,DIMETHYLDICHLOROTIN,C[Sn](Cl)(Cl)C,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4200.gif,https://s3.amazonaws.com/gelest/sds/SND4200_GHS+US_English+US.pdf
SND4203,3582-17-0,DIMETHYLDIFLUOROTIN,C[Sn](F)(F)C,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4203.gif,https://s3.amazonaws.com/gelest/sds/SND4203_GHS+US_English+US.pdf
SND4205,2767-49-9,DIMETHYLDIIODOTIN,C[Sn](I)(I)C,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4205.gif,https://s3.amazonaws.com/gelest/sds/SND4205_GHS+US_English+US.pdf
SND4242,2273-45-2,DIMETHYLTIN OXIDE,C[Sn](C)=O,0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4242.gif,https://s3.amazonaws.com/gelest/sds/SND4242_GHS+US_English+US.pdf
SND4320,14208-42-5,DINEOPHYLDICHLOROTIN,C(C(C)(C)C1=CC=CC=C1)[Sn](Cl)(Cl)CC(C)(C)C1=CC=CC=C1,150,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4320.gif,https://s3.amazonaws.com/gelest/sds/SND4320_GHS+US_English+US.pdf
SND4410,3542-36-7,DIOCTYLDICHLOROTIN,C(CCCCCCC)[Sn](Cl)(Cl)CCCCCCCC,204,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4410.gif,https://s3.amazonaws.com/gelest/sds/SND4410_GHS+US_English+US.pdf
SND4430,3648-18-8,DIOCTYLDILAURYLTIN,C(CCCCCCC)[Sn](CCCCCCCCCCCC)(CCCCCCCCCCCC)CCCCCCCC,70,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4430.gif,https://s3.amazonaws.com/gelest/sds/SND4430_GHS+US_English+US.pdf
SND4460,870-08-6,DIOCTYLTIN OXIDE,C(CCCCCCC)[Sn](CCCCCCCC)=O,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4460.gif,https://s3.amazonaws.com/gelest/sds/SND4460_GHS+US_English+US.pdf
SND4520,1135-99-5,DIPHENYLDICHLOROTIN,C1(=CC=CC=C1)[Sn](Cl)(Cl)C1=CC=CC=C1,150,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4520.gif,https://s3.amazonaws.com/gelest/sds/SND4520_GHS+US_English+US.pdf
SND4589,2273-51-0,DIPHENYLTIN OXIDE,C1(=CC=CC=C1)[Sn](C1=CC=CC=C1)=O,205,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4589.gif,https://s3.amazonaws.com/gelest/sds/SND4589_GHS+US_English+US.pdf
SND4592,867-36-7,DI-n-PROPYLDICHLOROTIN,C(CC)[Sn](Cl)(Cl)CCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4592.gif,https://s3.amazonaws.com/gelest/sds/SND4592_GHS+US_English+US.pdf
SND4600,7330-43-0,DIVINYLDI-n-BUTYLTIN,C(=C)[Sn](CCCC)(CCCC)C=C,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4600.gif,https://s3.amazonaws.com/gelest/sds/SND4600_GHS+US_English+US.pdf
SND4617,7532-85-6,DIVINYLDICHLOROTIN,C(=C)[Sn](Cl)(Cl)C=C,204,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SND4617.gif,https://s3.amazonaws.com/gelest/sds/SND4617_GHS+US_English+US.pdf
SNE4620,97674-02-7,1-ETHOXYVINYLTRI-n-BUTYLTIN,C(C)OC(=C)[Sn](CCCC)(CCCC)CCCC,113,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNE4620.gif,https://s3.amazonaws.com/gelest/sds/SNE4620_GHS+US_English+US.pdf
SNE4900,994-89-8,ETHYNYLTRI-n-BUTYLTIN,C(#C)[Sn](CCCC)(CCCC)CCCC,73,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNE4900.gif,https://s3.amazonaws.com/gelest/sds/SNE4900_GHS+US_English+US.pdf
SNE4901.7,3531-44-0,ETHYLTRIMETHYLTIN,C(C)[Sn](C)(C)C,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNE4901.7.gif,https://s3.amazonaws.com/gelest/sds/SNE4901.7_GHS+US_English+US.pdf
SNF4915,17151-47-2,p-FLUOROPHENYLTRI-n-BUTYLTIN,FC1=CC=C(C=C1)[Sn](CCCC)(CCCC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNF4915.gif,https://s3.amazonaws.com/gelest/sds/SNF4915_GHS+US_English+US.pdf
SNM6488,2155-70-6,METHACRYLOXYTRI-n-BUTYLTIN,C(C(=C)C)(=O)O[Sn](CCCC)(CCCC)CCCC,76,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNM6488.gif,https://s3.amazonaws.com/gelest/sds/SNM6488_GHS+US_English+US.pdf
SNM6521,993-16-8,METHYLTRICHLOROTIN,C[Sn](Cl)(Cl)Cl,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNM6521.gif,https://s3.amazonaws.com/gelest/sds/SNM6521_GHS+US_English+US.pdf
SNO6714,3091-25-6,OCTYLTRICHLOROTIN,C(CCCCCCC)[Sn](Cl)(Cl)Cl,121,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNO6714.gif,https://s3.amazonaws.com/gelest/sds/SNO6714_GHS+US_English+US.pdf
SNP6734,3757-88-8,PHENYLETHYNYLTRI-n-BUTYLTIN,C1(=CC=CC=C1)C#C[Sn](CCCC)(CCCC)CCCC,113,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNP6734.gif,https://s3.amazonaws.com/gelest/sds/SNP6734_GHS+US_English+US.pdf
SNP6740,960-16-7,PHENYLTRI-n-BUTYLTIN,C1(=CC=CC=C1)[Sn](CCCC)(CCCC)CCCC,107,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNP6740.gif,https://s3.amazonaws.com/gelest/sds/SNP6740_GHS+US_English+US.pdf
SNP6765,17314-33-9,PHENYLTHIOTRI-n-BUTYLTIN,C1(=CC=CC=C1)S[Sn](CCCC)(CCCC)CCCC,104,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNP6765.gif,https://s3.amazonaws.com/gelest/sds/SNP6765_GHS+US_English+US.pdf
SNP6820,1124-19-2,PHENYLTRICHLOROTIN,C1(=CC=CC=C1)[Sn](Cl)(Cl)Cl,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNP6820.gif,https://s3.amazonaws.com/gelest/sds/SNP6820_GHS+US_English+US.pdf
SNP6925,64099-82-7,PROPYNYLTRI-n-BUTYLTIN,C(#CC)[Sn](CCCC)(CCCC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNP6925.gif,https://s3.amazonaws.com/gelest/sds/SNP6925_GHS+US_English+US.pdf
SNP6935,17997-47-6,2-PYRIDYLTRI-n-BUTYLTIN,N1=C(C=CC=C1)[Sn](CCCC)(CCCC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNP6935.gif,https://s3.amazonaws.com/gelest/sds/SNP6935_GHS+US_English+US.pdf
SNS6960,24992-48-1,SODIUM TIN ETHOXIDE,[O-]CC.[Sn+4].[Na+].[O-]CC.[O-]CC.[O-]CC.[O-]CC,110,https://www.gelest.com:443/wp-content/uploads/SNS6960.png,https://s3.amazonaws.com/gelest/sds/SNS6960_GHS+US_English+US.pdf
SNT6990,2800-96-6,TETRAACETOXYTIN,C(C)(=O)O[Sn](OC(C)=O)(OC(C)=O)OC(C)=O,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT6990.gif,https://s3.amazonaws.com/gelest/sds/SNT6990_GHS+US_English+US.pdf
SNT7040,7393-43-3,TETRAALLYLTIN,C(C=C)[Sn](CC=C)(CC=C)CC=C,75,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7040.gif,https://s3.amazonaws.com/gelest/sds/SNT7040_GHS+US_English+US.pdf
SNT7064,36809-75-3,TETRA-t-BUTOXYTIN,C(C)(C)(C)O[Sn](OC(C)(C)C)(OC(C)(C)C)OC(C)(C)C,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7064.gif,https://s3.amazonaws.com/gelest/sds/SNT7064_GHS+US_English+US.pdf
SNT7075,3669-02-1,TETRABUTYLDILAURYLDISTANNOXANE,C(CCC)[Sn](O[Sn](CCCCCCCCCCCC)(CCCCCCCCCCCC)CCCC)(CCCC)CCCC,231,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7075.gif,https://s3.amazonaws.com/gelest/sds/SNT7075_GHS+US_English+US.pdf
SNT7260,1461-25-2,TETRA-n-BUTYLTIN,C(CCC)[Sn](CCCC)(CCCC)CCCC,107,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7260.gif,https://s3.amazonaws.com/gelest/sds/SNT7260_GHS+US_English+US.pdf
SNT7261,1461-25-2,TETRA-n-BUTYLTIN,C(CCC)[Sn](CCCC)(CCCC)CCCC,107,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7261.gif,https://s3.amazonaws.com/gelest/sds/SNT7261_GHS+US_English+US.pdf
SNT7262,1449-55-4,TETRACYCLOHEXYLTIN,C1(CCCCC1)[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7262.gif,https://s3.amazonaws.com/gelest/sds/SNT7262_GHS+US_English+US.pdf
SNT7270,597-64-8,TETRAETHYLTIN,C(C)[Sn](CC)(CC)CC,53,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7270.gif,https://s3.amazonaws.com/gelest/sds/SNT7270_GHS+US_English+US.pdf
SNT7280,2949-42-0,TETRAISOPROPYLTIN,C(C)(C)[Sn](C(C)C)(C(C)C)C(C)C,1,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7280.gif,https://s3.amazonaws.com/gelest/sds/SNT7280_GHS+US_English+US.pdf
SNT7294,1066-78-0,TETRAKIS(DIETHYLAMINO)TIN,C(C)N(CC)[Sn](N(CC)CC)(N(CC)CC)N(CC)CC,39,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7294.gif,https://s3.amazonaws.com/gelest/sds/SNT7294_GHS+US_English+US.pdf
SNT7350,1066-77-9,TETRAKIS(DIMETHYLAMINO)TIN,CN(C)[Sn](N(C)C)(N(C)C)N(C)C,25,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7350.gif,https://s3.amazonaws.com/gelest/sds/SNT7350_GHS+US_English+US.pdf
SNT7560,594-27-4,TETRAMETHYLTIN,C[Sn](C)(C)C,12,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7560.gif,https://s3.amazonaws.com/gelest/sds/SNT7560_GHS+US_English+US.pdf
SNT7560.1,594-27-4,TETRAMETHYLTIN,C[Sn](C)(C)C,12,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7560.1.gif,https://s3.amazonaws.com/gelest/sds/SNT7560.1_GHS+US_English+US.pdf
SNT7660,3765-65-9,TETRA-n-PENTYLTIN,C(CCCC)[Sn](CCCCC)(CCCCC)CCCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7660.gif,https://s3.amazonaws.com/gelest/sds/SNT7660_GHS+US_English+US.pdf
SNT7730,3590-84-9,TETRA-n-OCTYLTIN,C(CCCCCCC)[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,94,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7730.gif,https://s3.amazonaws.com/gelest/sds/SNT7730_GHS+US_English+US.pdf
SNT7760,595-90-4,TETRAPHENYLTIN,C1(=CC=CC=C1)[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,231,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7760.gif,https://s3.amazonaws.com/gelest/sds/SNT7760_GHS+US_English+US.pdf
SNT7885,2176-98-9,TETRA-n-PROPYLTIN,C(CC)[Sn](CCC)(CCC)CCC,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7885.gif,https://s3.amazonaws.com/gelest/sds/SNT7885_GHS+US_English+US.pdf
SNT7894,6746-22-1,TETRA-p-TOLYLTIN,C1(=CC=C(C=C1)[Sn](C1=CC=C(C=C1)C)(C1=CC=C(C=C1)C)C1=CC=C(C=C1)C)C,200,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7894.gif,https://s3.amazonaws.com/gelest/sds/SNT7894_GHS+US_English+US.pdf
SNT7906,1112-56-7,TETRAVINYLTIN,C(=C)[Sn](C=C)(C=C)C=C,40,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7906.gif,https://s3.amazonaws.com/gelest/sds/SNT7906_GHS+US_English+US.pdf
SNT7909,54663-78-4,2-THIENYLTRI-n-BUTYLTIN,S1C(=CC=C1)[Sn](CCCC)(CCCC)CCCC,106,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7909.gif,https://s3.amazonaws.com/gelest/sds/SNT7909_GHS+US_English+US.pdf
SNT7910,7440-31-5,TIN,[Sn],1166,https://www.gelest.com:443/wp-content/uploads/SNT7910.png,https://s3.amazonaws.com/gelest/sds/SNT7910_GHS+US_English+US.pdf
SNT7921,10025-69-1,TIN(II) CHLORIDE,[Sn](Cl)Cl,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7921.gif,https://s3.amazonaws.com/gelest/sds/SNT7921_GHS+US_English+US.pdf
SNT7930,7646-78-8,TIN(IV) CHLORIDE,[Sn](Cl)(Cl)(Cl)Cl,50,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7930.gif,https://s3.amazonaws.com/gelest/sds/SNT7930_GHS+US_English+US.pdf
SNT7946,7790-47-8,TIN(IV) IODIDE,[Sn](I)(I)(I)I,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7946.gif,https://s3.amazonaws.com/gelest/sds/SNT7946_GHS+US_English+US.pdf
SNT7947,53408-94-9,TIN(II) METHANESULFONATE,CS(=O)(=O)[O-].[Sn+2].CS(=O)(=O)[O-],0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7947.gif,https://s3.amazonaws.com/gelest/sds/SNT7947_GHS+US_English+US.pdf
SNT7955,1912-84-1,TIN(II) OLEATE,C(CCCCCCC\C=C/CCCCCCCC)(=O)[O-].[Sn+2].C(CCCCCCC\C=C/CCCCCCCC)(=O)[O-],110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7955.gif,https://s3.amazonaws.com/gelest/sds/SNT7955_GHS+US_English+US.pdf
SNT7960,814-94-8,TIN(II) OXALATE,C(C(=O)[O-])(=O)[O-].[Sn+2],0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7960.gif,https://s3.amazonaws.com/gelest/sds/SNT7960_GHS+US_English+US.pdf
SNT7968,21651-19-4,TIN(II) OXIDE,[Sn]=O,0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7968.gif,https://s3.amazonaws.com/gelest/sds/SNT7968_GHS+US_English+US.pdf
SNT7970,18282-10-5,TIN(IV) OXIDE,[Sn](=O)=O,0,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT7970.gif,https://s3.amazonaws.com/gelest/sds/SNT7970_GHS+US_English+US.pdf
SNT7971.2,18282-10-5,TIN(IV) OXIDE,[Sn](=O)=O,11,https://www.gelest.com:443/wp-content/uploads/SNT7971.2.png,https://s3.amazonaws.com/gelest/sds/SNT7971.2_GHS+US_English+US.pdf
SNT8060,56-36-0,TRI-n-BUTYLACETOXYTIN,C(CCC)C(C(=O)O[Sn])(CCCC)CCCC,120,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8060.gif,https://s3.amazonaws.com/gelest/sds/SNT8060_GHS+US_English+US.pdf
SNT8065,17846-68-3,TRI-n-BUTYLAZIDOTIN,C(CCC)[Sn](N=[N+]=[N-])(CCCC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8065.gif,https://s3.amazonaws.com/gelest/sds/SNT8065_GHS+US_English+US.pdf
SNT8070,4342-36-3,TRI-n-BUTYLBENZOYLOXYTIN,C(CCC)[Sn](OC(C1=CC=CC=C1)=O)(CCCC)CCCC,174,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8070.gif,https://s3.amazonaws.com/gelest/sds/SNT8070_GHS+US_English+US.pdf
SNT8076,1461-23-0,TRI-n-BUTYLBROMOTIN,C(CCC)[Sn](Br)(CCCC)CCCC,120,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8076.gif,https://s3.amazonaws.com/gelest/sds/SNT8076_GHS+US_English+US.pdf
SNT8085,1461-22-9,TRI-n-BUTYLCHLOROTIN,C(CCC)[Sn](Cl)(CCCC)CCCC,120,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8085.gif,https://s3.amazonaws.com/gelest/sds/SNT8085_GHS+US_English+US.pdf
SNT8090,36253-76-6,TRI-n-BUTYLETHOXYTIN,C(CCC)[Sn](OCC)(CCCC)CCCC,104,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8090.gif,https://s3.amazonaws.com/gelest/sds/SNT8090_GHS+US_English+US.pdf
SNT8095,1983-10-4,TRI-n-BUTYLFLUOROTIN,C(CCC)[Sn](F)(CCCC)CCCC,150,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8095.gif,https://s3.amazonaws.com/gelest/sds/SNT8095_GHS+US_English+US.pdf
SNT8105,7342-47-4,TRI-n-BUTYLIODOTIN,C(CCC)[Sn](I)(CCCC)CCCC,113,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8105.gif,https://s3.amazonaws.com/gelest/sds/SNT8105_GHS+US_English+US.pdf
