casNum,compound,flashPoint,id,img,pre_smiles,productCode,sds,smiles
22538-45-0,ACETOXYETHYLTRIETHOXYSILANE,99.0,molid5,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0025.0.gif,C(C)(=O)OCC[Si](OCC)(OCC)OCC,SIA0025.0,https://s3.amazonaws.com/gelest/sds/SIA0025.0_GHS+US_English+US.pdf,C(C)(=O)OCC[Si](OCC)(OCC)OCC
72878-29-6,ACETOXYETHYLTRIMETHOXYSILANE,60.0,molid6,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0030.0.gif,C(C)(=O)OCC[Si](OC)(OC)OC,SIA0030.0,https://s3.amazonaws.com/gelest/sds/SIA0030.0_GHS+US_English+US.pdf,C(C)(=O)OCC[Si](OC)(OC)OC
1356113-09-1,ACETOXYETHYLTRIS(DIMETHYLAMINO)SILANE,40.0,molid7,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0035.0.gif,C(C)(=O)OCC[Si](N(C)C)(N(C)C)N(C)C,SIA0035.0,https://s3.amazonaws.com/gelest/sds/SIA0035.0_GHS+US_English+US.pdf,C(C)(=O)OCC[Si](N(C)C)(N(C)C)N(C)C
14697-86-0,ACETOXYHEPTAMETHYLCYCLOTETRASILOXANE,65.0,molid8,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0038.0.gif,C(C)(=O)O[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,SIA0038.0,https://s3.amazonaws.com/gelest/sds/SIA0038.0_GHS+US_English+US.pdf,C(C)(=O)O[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C
5630-83-1,ACETOXYMETHYLTRIETHOXYSILANE,60.0,molid9,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0050.0.gif,C(C)(=O)OC[Si](OCC)(OCC)OCC,SIA0050.0,https://s3.amazonaws.com/gelest/sds/SIA0050.0_GHS+US_English+US.pdf,C(C)(=O)OC[Si](OCC)(OCC)OCC
2917-65-9,ACETOXYMETHYLTRIMETHYLSILANE,20.0,molid10,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0060.0.gif,C(C)(=O)OC[Si](C)(C)C,SIA0060.0,https://s3.amazonaws.com/gelest/sds/SIA0060.0_GHS+US_English+US.pdf,C(C)(=O)OC[Si](C)(C)C
627882-90-0/282534-42-3,4-ACETOXYPHENETHYLTRICHLOROSILANE,110.0,molid11,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0070.0.gif,C(C)(=O)OC1=CC=C(CC[Si](Cl)(Cl)Cl)C=C1,SIA0070.0,https://s3.amazonaws.com/gelest/sds/SIA0070.0_GHS+US_English+US.pdf,C(C)(=O)OC1=CC=C(CC[Si](Cl)(Cl)Cl)C=C1
18044-09-2,3-(3-ACETOXYPROPYL)HEPTAMETHYLTRISILOXANE,65.0,molid12,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0088.0.gif,C(C)(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,SIA0088.0,https://s3.amazonaws.com/gelest/sds/SIA0088.0_GHS+US_English+US.pdf,C(C)(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C
5290-24-4,3-ACETOXYPROPYLMETHYLDICHLOROSILANE,85.0,molid13,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0090.0.gif,C(C)(=O)OCCC[Si](Cl)(Cl)C,SIA0090.0,https://s3.amazonaws.com/gelest/sds/SIA0090.0_GHS+US_English+US.pdf,C(C)(=O)OCCC[Si](Cl)(Cl)C
59004-18-1,3-ACETOXYPROPYLTRIMETHOXYSILANE,93.0,molid14,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0100.0.gif,C(C)(=O)OCCC[Si](OC)(OC)OC,SIA0100.0,https://s3.amazonaws.com/gelest/sds/SIA0100.0_GHS+US_English+US.pdf,C(C)(=O)OCCC[Si](OC)(OC)OC
2754-27-0,ACETOXYTRIMETHYLSILANE,4.0,molid15,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0110.0.gif,C(C)(=O)O[Si](C)(C)C,SIA0110.0,https://s3.amazonaws.com/gelest/sds/SIA0110.0_GHS+US_English+US.pdf,C(C)(=O)O[Si](C)(C)C
959053-85-1,11-ACETOXYUNDECYLTRIETHOXYSILANE,150.0,molid16,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0115.0.gif,C(C)(=O)OCCCCCCCCCCC[Si](OCC)(OCC)OCC,SIA0115.0,https://s3.amazonaws.com/gelest/sds/SIA0115.0_GHS+US_English+US.pdf,C(C)(=O)OCCCCCCCCCCC[Si](OCC)(OCC)OCC
1274903-53-5,N-(ACETYLGLYCYL)-3-AMINOPROPYLTRIMETHOXYSILANE,11.0,molid17,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0120.2.gif,C(C)(=O)NCC(=O)NCCC[Si](OC)(OC)OC,SIA0120.2,https://s3.amazonaws.com/gelest/sds/SIA0120.2_GHS+US_English+US.pdf,C(C)(=O)NCC(=O)NCCC[Si](OC)(OC)OC
1300591-79-0,3-(N-ACETYL-4-HYDROXYPROLYLOXY)PROPYLTRIETHOXYSILANE,15.0,molid18,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0126.0.gif,C(C)(=O)N1[C@@H](CC(C1)O)C(=O)OCCC[Si](OCC)(OCC)OCC,SIA0126.0,https://s3.amazonaws.com/gelest/sds/SIA0126.0_GHS+US_English+US.pdf,C(C)(=O)N1[C@@H](CC(C1)O)C(=O)OCCC[Si](OCC)(OCC)OCC
1367348-25-1,N-(N-ACETYLLEUCYL)-3-AMINOPROPYLTRIETHOXYSILANE,15.0,molid19,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0127.0.gif,C(C)(=O)N[C@@H](CC(C)C)C(=O)NCCC[Si](OCC)(OCC)OCC,SIA0127.0,https://s3.amazonaws.com/gelest/sds/SIA0127.0_GHS+US_English+US.pdf,C(C)(=O)N[C@@H](CC(C)C)C(=O)NCCC[Si](OCC)(OCC)OCC
13411-48-8,ACETYLTRIMETHYLSILANE,8.0,molid20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0130.0.gif,C(C)(=O)[Si](C)(C)C,SIA0130.0,https://s3.amazonaws.com/gelest/sds/SIA0130.0_GHS+US_English+US.pdf,C(C)(=O)[Si](C)(C)C
57577-96-5,3-ACRYLAMIDOPROPYLTRIMETHOXYSILANE,110.0,molid21,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0146.0.gif,C(C=C)(=O)NCCC[Si](OC)(OC)OC,SIA0146.0,https://s3.amazonaws.com/gelest/sds/SIA0146.0_GHS+US_English+US.pdf,C(C=C)(=O)NCCC[Si](OC)(OC)OC
115258-10-1,3-ACRYLAMIDOPROPYLTRIS(TRIMETHYLSILOXY)SILANE,110.0,molid22,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0150.0.gif,C(C=C)(=O)NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,SIA0150.0,https://s3.amazonaws.com/gelest/sds/SIA0150.0_GHS+US_English+US.pdf,C(C=C)(=O)NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C
18269-99-3,(2-ACRYLOXYETHOXY)TRIMETHYLSILANE,65.0,molid23,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0160.0.gif,C(C=C)(=O)OCCO[Si](C)(C)C,SIA0160.0,https://s3.amazonaws.com/gelest/sds/SIA0160.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCO[Si](C)(C)C
123198-57-2,N-(3-ACRYLOXY-2-HYDROXYPROPYL)-3-AMINOPROPYLTRIETHOXYSILANE,15.0,molid24,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0180.0.gif,C(C=C)(=O)OCC(CNCCC[Si](OCC)(OCC)OCC)O,SIA0180.0,https://s3.amazonaws.com/gelest/sds/SIA0180.0_GHS+US_English+US.pdf,C(C=C)(=O)OCC(CNCCC[Si](OCC)(OCC)OCC)O
21134-38-3,ACRYLOXYMETHYLTRIMETHOXYSILANE,62.0,molid25,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0182.0.gif,C(C=C)(=O)OC[Si](OC)(OC)OC,SIA0182.0,https://s3.amazonaws.com/gelest/sds/SIA0182.0_GHS+US_English+US.pdf,C(C=C)(=O)OC[Si](OC)(OC)OC
141813-19-6 (m-)/141813-20-9 (p-),(ACRYLOXYMETHYL)PHENETHYLTRIMETHOXYSILANE,20.0,molid26,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0184.0.gif,C(C=C)(=O)OCCO[Si](OC)(OC)CCC1=CC=CC=C1,SIA0184.0,https://s3.amazonaws.com/gelest/sds/SIA0184.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCO[Si](OC)(OC)CCC1=CC=CC=C1
67186-35-0,ACRYLOXYMETHYLTRIMETHYLSILANE,20.0,molid27,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0186.0.gif,C(C=C)(=O)OC[Si](C)(C)C,SIA0186.0,https://s3.amazonaws.com/gelest/sds/SIA0186.0_GHS+US_English+US.pdf,C(C=C)(=O)OC[Si](C)(C)C
111918-90-2,(3-ACRYLOXYPROPYL)DIMETHYLMETHOXYSILANE,85.0,molid28,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0190.0.gif,C(C=C)(=O)OCCC[Si](OC)(C)C,SIA0190.0,https://s3.amazonaws.com/gelest/sds/SIA0190.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCC[Si](OC)(C)C
177617-17-3,(3-ACRYLOXYPROPYL)METHYLBIS(TRIMETHYLSILOXY)SILANE,110.0,molid29,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0194.0.gif,C(C=C)(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,SIA0194.0,https://s3.amazonaws.com/gelest/sds/SIA0194.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C
71550-63-5,(3-ACRYLOXYPROPYL)METHYLDICHLOROSILANE,100.0,molid30,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0196.0.gif,C(C=C)(=O)OCCC[Si](Cl)(Cl)C,SIA0196.0,https://s3.amazonaws.com/gelest/sds/SIA0196.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCC[Si](Cl)(Cl)C
146666-71-9,(3-ACRYLOXYPROPYL)METHYLDIETHOXYSILANE,110.0,molid31,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0197.0.gif,C(C=C)(=O)OCCC[Si](OCC)(OCC)C,SIA0197.0,https://s3.amazonaws.com/gelest/sds/SIA0197.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCC[Si](OCC)(OCC)C
38595-89-0,(3-ACRYLOXYPROPYL)TRICHLOROSILANE,110.0,molid32,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0199.0.gif,C(C=C)(=O)OCCC[Si](Cl)(Cl)Cl,SIA0199.0,https://s3.amazonaws.com/gelest/sds/SIA0199.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCC[Si](Cl)(Cl)Cl
17096-12-7,(3-ACRYLOXYPROPYL)TRIS(TRIMETHYLSILOXY)SILANE,93.0,molid35,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0210.0.gif,C(C=C)(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,SIA0210.0,https://s3.amazonaws.com/gelest/sds/SIA0210.0_GHS+US_English+US.pdf,C(C=C)(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C
157859-20-6,ACRYLOXYTRIISOPROPYLSILANE,65.0,molid36,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0315.0.gif,C(C=C)(=O)O[Si](C(C)C)(C(C)C)C(C)C,SIA0315.0,https://s3.amazonaws.com/gelest/sds/SIA0315.0_GHS+US_English+US.pdf,C(C=C)(=O)O[Si](C(C)C)(C(C)C)C(C)C
13688-55-6,ACRYLOXYTRIMETHYLSILANE,26.0,molid37,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0320.0.gif,C(C=C)(=O)O[Si](C)(C)C,SIA0320.0,https://s3.amazonaws.com/gelest/sds/SIA0320.0_GHS+US_English+US.pdf,C(C=C)(=O)O[Si](C)(C)C
37843-11-1,ADAMANTYLETHYLTRICHLOROSILANE,155.0,molid38,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0325.0.gif,C12(CC3CC(CC(C1)C3)C2)CC[Si](Cl)(Cl)Cl,SIA0325.0,https://s3.amazonaws.com/gelest/sds/SIA0325.0_GHS+US_English+US.pdf,C12(CC3CC(CC(C1)C3)C2)CC[Si](Cl)(Cl)Cl
31024-46-1,3-(N-ALLYLAMINO)PROPYLTRIMETHOXYSILANE,88.0,molid39,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0400.0.gif,C(C=C)NCCC[Si](OC)(OC)OC,SIA0400.0,https://s3.amazonaws.com/gelest/sds/SIA0400.0_GHS+US_English+US.pdf,C(C=C)NCCC[Si](OC)(OC)OC
10519-97-8,ALLYLAMINOTRIMETHYLSILANE,10.0,molid40,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0402.0.gif,C(C=C)N[Si](C)(C)C,SIA0402.0,https://s3.amazonaws.com/gelest/sds/SIA0402.0_GHS+US_English+US.pdf,C(C=C)N[Si](C)(C)C
75422-66-1,ALLYL(CHLOROMETHYL)DIMETHYLSILANE,27.0,molid41,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0440.0.gif,C(C=C)[Si](C)(C)CCl,SIA0440.0,https://s3.amazonaws.com/gelest/sds/SIA0440.0_GHS+US_English+US.pdf,C(C=C)[Si](C)(C)CCl
166970-54-3,ALLYL(3-CHLOROPROPYL)DICHLOROSILANE,76.0,molid42,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0441.0.gif,C(C=C)[Si](Cl)(Cl)CCCCl,SIA0441.0,https://s3.amazonaws.com/gelest/sds/SIA0441.0_GHS+US_English+US.pdf,C(C=C)[Si](Cl)(Cl)CCCCl
3937-28-8,ALLYLDICHLOROSILANE,4.0,molid43,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0445.0.gif,C(C=C)[SiH](Cl)Cl,SIA0445.0,https://s3.amazonaws.com/gelest/sds/SIA0445.0_GHS+US_English+US.pdf,C(C=C)[SiH](Cl)Cl
18147-35-8,ALLYLDIMETHOXYSILANE,38.0,molid44,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0447.0.gif,C(C=C)[SiH](OC)OC,SIA0447.0,https://s3.amazonaws.com/gelest/sds/SIA0447.0_GHS+US_English+US.pdf,C(C=C)[SiH](OC)OC
4028-23-3,ALLYLDIMETHYLCHLOROSILANE,5.0,molid45,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0460.0.gif,C(C=C)[Si](Cl)(C)C,SIA0460.0,https://s3.amazonaws.com/gelest/sds/SIA0460.0_GHS+US_English+US.pdf,C(C=C)[Si](Cl)(C)C
106948-24-7,ALLYLDIMETHYL(DIISOPROPYLAMINO)SILANE,62.0,molid46,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0461.0.gif,C(C=C)[Si](N(C(C)C)C(C)C)(C)C,SIA0461.0,https://s3.amazonaws.com/gelest/sds/SIA0461.0_GHS+US_English+US.pdf,C(C=C)[Si](N(C(C)C)C(C)C)(C)C
3937-30-2,ALLYLDIMETHYLSILANE,20.0,molid47,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0464.0.gif,C(C=C)[SiH](C)C,SIA0464.0,https://s3.amazonaws.com/gelest/sds/SIA0464.0_GHS+US_English+US.pdf,C(C=C)[SiH](C)C
68469-60-3,ALLYL(4-METHOXYPHENYL)DIMETHYLSILANE,102.0,molid48,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0469.0.gif,C(C=C)[Si](C)(C)C1=CC=C(C=C1)OC,SIA0469.0,https://s3.amazonaws.com/gelest/sds/SIA0469.0_GHS+US_English+US.pdf,C(C=C)[Si](C)(C)C1=CC=C(C=C1)OC
1873-92-3,ALLYLMETHYLDICHLOROSILANE,27.0,molid49,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0470.0.gif,C(C=C)C[SiH](Cl)Cl,SIA0470.0,https://s3.amazonaws.com/gelest/sds/SIA0470.0_GHS+US_English+US.pdf,C(C=C)C[SiH](Cl)Cl
85807-85-8,ALLYLOXY-t-BUTYLDIMETHYLSILANE,32.0,molid50,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0476.0.gif,C(C=C)O[Si](C)(C)C(C)(C)C,SIA0476.0,https://s3.amazonaws.com/gelest/sds/SIA0476.0_GHS+US_English+US.pdf,C(C=C)O[Si](C)(C)C(C)(C)C
18146-00-4,ALLYLOXYTRIMETHYLSILANE,0.0,molid51,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0480.0.gif,C(C=C)O[Si](C)(C)C,SIA0480.0,https://s3.amazonaws.com/gelest/sds/SIA0480.0_GHS+US_English+US.pdf,C(C=C)O[Si](C)(C)C
67681-66-7,ALLYLMETHYLDIMETHOXYSILANE,40.0,molid52,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0485.0.gif,C(C=C)C[SiH](OC)OC,SIA0485.0,https://s3.amazonaws.com/gelest/sds/SIA0485.0_GHS+US_English+US.pdf,C(C=C)C[SiH](OC)OC
7719-03-1,ALLYLPHENYLDICHLOROSILANE,76.0,molid53,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0486.0.gif,C(C=C)[Si](Cl)(Cl)C1=CC=CC=C1,SIA0486.0,https://s3.amazonaws.com/gelest/sds/SIA0486.0_GHS+US_English+US.pdf,C(C=C)[Si](Cl)(Cl)C1=CC=CC=C1
1356114-60-7,m-ALLYLPHENYLPROPYLTRIETHOXYSILANE,110.0,molid54,https://www.gelest.com:443/wp-content/uploads/SIA0489.0-412x460.png,C(C=C)C=1C=C(C=CC1)CCC[Si](OCC)(OCC)OCC,SIA0489.0,https://s3.amazonaws.com/gelest/sds/SIA0489.0_GHS+US_English+US.pdf,C(C=C)C=1C=C(C=CC1)CCC[Si](OCC)(OCC)OCC
107-37-9,ALLYLTRICHLOROSILANE,31.0,molid55,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0520.0.gif,C(C=C)[Si](Cl)(Cl)Cl,SIA0520.0,https://s3.amazonaws.com/gelest/sds/SIA0520.0_GHS+US_English+US.pdf,C(C=C)[Si](Cl)(Cl)Cl
2550-04-1,ALLYLTRIETHOXYSILANE,47.0,molid56,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0525.0.gif,C(C=C)[Si](OCC)(OCC)OCC,SIA0525.0,https://s3.amazonaws.com/gelest/sds/SIA0525.0_GHS+US_English+US.pdf,C(C=C)[Si](OCC)(OCC)OCC
24400-84-8,ALLYLTRIISOPROPYLSILANE,76.0,molid57,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0535.0.gif,C(C=C)[Si](C(C)C)(C(C)C)C(C)C,SIA0535.0,https://s3.amazonaws.com/gelest/sds/SIA0535.0_GHS+US_English+US.pdf,C(C=C)[Si](C(C)C)(C(C)C)C(C)C
2551-83-9,ALLYLTRIMETHOXYSILANE,46.0,molid58,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0540.0.gif,C(C=C)[Si](OC)(OC)OC,SIA0540.0,https://s3.amazonaws.com/gelest/sds/SIA0540.0_GHS+US_English+US.pdf,C(C=C)[Si](OC)(OC)OC
762-72-1,ALLYLTRIMETHYLSILANE,7.0,molid59,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0555.0.gif,C(C=C)[Si](C)(C)C,SIA0555.0,https://s3.amazonaws.com/gelest/sds/SIA0555.0_GHS+US_English+US.pdf,C(C=C)[Si](C)(C)C
18752-21-1,ALLYLTRIPHENYLSILANE,200.0,molid60,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0575.0.gif,C(C=C)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,SIA0575.0,https://s3.amazonaws.com/gelest/sds/SIA0575.0_GHS+US_English+US.pdf,C(C=C)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
7087-21-0,ALLYLTRIS(TRIMETHYLSILOXY)SILANE,67.0,molid61,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0585.0.gif,C(C=C)[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,SIA0585.0,https://s3.amazonaws.com/gelest/sds/SIA0585.0_GHS+US_English+US.pdf,C(C=C)[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C
3069-30-5,4-AMINOBUTYLTRIETHOXYSILANE,109.0,molid62,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0587.0.gif,NCCCC[Si](OCC)(OCC)OCC,SIA0587.0,https://s3.amazonaws.com/gelest/sds/SIA0587.0_GHS+US_English+US.pdf,NCCCC[Si](OCC)(OCC)OCC
,1-AMINO-2-(DIMETHYLETHOXYSILYL)PROPANE,65.0,molid63,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0587.1.gif,NCC(C)[Si](OCC)(C)C,SIA0587.1,https://s3.amazonaws.com/gelest/sds/SIA0587.1_GHS+US_English+US.pdf,NCC(C)[Si](OCC)(C)C
